comments: Polyethyleneimine on multiwalled carbon nanotubes (343 K) published in https://doi.org/10.3389/fclim.2021.733499, 
DataType: CO2_Adsorption_Isotherm,
Chart_label: CO2 Adsorption,
x_label: CO2 Pressure (kPa),
y_label: CO2 Adsorbed (mol/kg),
seriesnames: CO2 Adsorption on polyethyleneimine on multiwalled carbon nanotubes (343 K exp),
x_values,y_values
0.078185,0.037289501
0.38982,0.089161434
0.80215,0.130908339
1.283,0.170715497
2.3274,0.223695092
3.4561,0.264220179
4.5852,0.29353933
6.0855,0.322724706
7.6631,0.345894639
9.2036,0.364462691
10.736,0.379668517
16.038,0.410254078
21.656,0.430779713
26.671,0.444897498
31.676,0.457557128
38.027,0.469686116
43.077,0.476597855
47.918,0.484579799
52.968,0.490644292
57.923,0.496887153
62.934,0.502817871
67.902,0.508614814
72.9,0.514367165
77.921,0.519406045
82.912,0.524444926
87.953,0.53050942
92.928,0.535414525
97.917,0.540052079
